Song,Singer,Playlist,Tag,Cluster,mean_cluster,std
소년이여,G-DRAGON,그 시절 우리가 사랑했던 K-POP 명곡,"운동, 댄스, 헬스, 명곡, 추억, 흥겨운, 기분전환, 노동요","[16, 16, 15, 18, 13, 14, 14, 14, 9, 14, 9, 0, 5]",12.076923076923077,4.843100381137598
소란스러운 마음,다린,"이예린의 '사람과 사랑에 무뎌졌을 때, 나를 달래줄 노래'","흐린날, 안개낀날, 슬픔, 휴식, 추운날, 2010년대, 스타플레이리스트, 이별","[17, 16, 7, 8, 14, 12, 11, 3, 2, 1]",9.1,5.52177507691141
소리쳐,이승철,추억이 새록새록 떠오르는 싸이월드 BGM,"감성, 싸이월드, 30대, ralalra, 2000년대, 미니홈피, 노래방, 회상, bgm, 추억의","[15, 16, 13, 11, 10, 6, 6, 2, 3, 2, 1, 0]",7.083333333333333,5.468978169843269
소우주 (Mikrokosmos),방탄소년단,"여름밤, 도로를 달리며 듣는 아이돌 플레이리스트","국내음악, 2010년대, 휴가/여행, 오늘의선곡, 감성, 드라이브, 신나는, 추억, 인기, 도입부","[16, 17, 15, 15, 15, 15, 18, 16, 16, 16, 15, 15, 9, 14, 2, 0, 1, 1]",12.0,6.137317546507322
소원을 말해봐 (Genie),소녀시대 (GIRLS' GENERATION),당신을 헬스장 락커 너머의 나니아로 데려가 줄 노래,"노동요, 탑백, 헬스, 도입부, TODAY PICK오늘의선곡, 스트레스, 운동, 신나는, 자전거, 댄스, 흥겨운, 설렘, 가을, TOP100, kpop, 국내음악","[16, 15, 15, 15, 18, 14, 18, 13, 17, 17, 14, 16, 14, 15, 17, 9, 13, 8, 9, 0, 5, 1]",12.681818181818182,5.075667118144656
소주 한 잔,임창정,지금 걷고 있는 산책로의 끝엔 코인노래방이 있다,"가요, 노동요, 겨울, 가을, 싸이월드, 국내음악, 추억, 성시경, 기분전환, 잔잔한, 감성, 명품, 사랑, 출/퇴근길, 발라드, 쓸쓸한, OST, 노랫말을듣는다","[16, 16, 16, 15, 15, 16, 11, 15, 15, 14, 14, 15, 17, 12, 14, 5, 6, 14, 6, 3, 0, 5, 2, 2, 1]",10.6,5.720139858430037
소중한 너 (Duet With 조규찬),박선주 (Pak Sun Zoo),추천 ♬ 잊혀질리 없는 명품 발라드 ♪ No.23,"발라드, 기쁨, 슬픔, 회상, 명품","[11, 13, 8, 10, 5, 14, 0]",8.714285714285714,4.526565576501389
소중한 사랑,TWICE (트와이스),○ 리메이크로 다시 태어난 명곡들 VOL2 ○,"리메이크, 추억","[15, 11, 1]",9.0,5.887840577551898
소파 여행자 Sofa Traveler,조준호 (ZOZNO),오늘 꼭! 들어봐야 할 최신 '인디',"오늘의선곡, 인디, 블루스/포크, 2020년대, 국내음악, weekly choice","[16, 15, 15, 15, 12, 7, 6, 9, 2]",10.777777777777779,4.708804466759354
손 닿으면,장범준,선선한 바람이 부는 밤에 듣는 플레이리스트,"지니뮤직, OST, 저녁, 국내음악, 레이블 PICK, 드라마, 밤, 오늘의선곡, 봄, 집","[16, 15, 15, 15, 16, 16, 17, 15, 16, 14, 17, 9, 0, 0, 1]",12.133333333333333,6.173779681488121
손 잡아줘,원지 (WONJI),"잠 못 드는 밤, 나만의 감성 플레이리스트","2010년대, 가요, 오늘의선곡, 2020년대, 국내음악, 집","[16, 15, 15, 15, 16, 14, 9, 2]",12.75,4.575751304430781
손가락 가족 (가족여행 Ver.),티디,엣헴~엣헴 신이나는 키즈 음악 플레이리스트,"오늘의선곡, 동요, 집, 기쁨, 밝은, 맑은날, 국내음악","[16, 15, 15, 17, 15, 16, 10, 9, 14, 0]",12.7,4.8999999999999995
손오공,세븐틴 (SEVENTEEN),댄스 TOP100,"노동요, 헬스, 명곡, TOP100, 노래방, 가요, 차트, 운동, 드라이브, 기분전환","[16, 16, 17, 14, 13, 16, 14, 14, 11, 14, 10, 9, 14, 0, 5, 1]",11.5,5.111262075065218
손을 마주 잡고,BIG Naughty (서동현),새학기 시작🌿 우리의 청춘은 누구보다 빛나니까,"기분전환, 휴가/여행, 밝은, 출/퇴근길, 국내음악, 따뜻한","[16, 16, 16, 15, 16, 15, 15, 15, 14, 14, 6, 5, 0]",12.538461538461538,5.062917745201334
손을 잡고 걸어요,초묘 (超妙),재택근무 할 때 듣기 좋은 플레이리스트,"편안한, 부드러운, 발라드, 레이블 PICK, R&B/소울, 국내음악","[16, 15, 11, 15, 17, 14, 1]",12.714285714285714,5.091008480344417
"손을 잡는다거나, 같이 걷는다거나",적재,여름밤 산책하며 듣기 좋은 노래 TOP100,"차트, 새벽, 추억, 잔잔한, 여름밤, 이별하고, 발라드, TOP100","[15, 11, 16, 16, 15, 16, 14, 7, 5, 0, 1]",10.545454545454545,5.929335948771028
솔직하게 말해서 나,김나영,차분한 감성 100% 충전,"흐린날, 국내음악, 감성, 새벽에, 탑백, 차트, 진희네 고민 상담소, 이별, TODAY PICK, 휴식, 슬픔, 지금 내 마음은, 비오는날, 출/퇴근길, 발라드, 집, 좋아요10만, 인기","[16, 17, 16, 15, 16, 11, 16, 15, 15, 17, 16, 16, 14, 16, 13, 7, 8, 14, 6, 8, 2, 0, 0, 1, 0]",11.0,6.06630035524124
솔직히 지친다,청하,NIDA의 '펑펑 울고 싶을 때 들으면 눈물 쏟아지는 노래',"OST, 초가을, 흐린날, 발라드, 감성발라드, 추억, 기분전환, 스타플레이리스트","[16, 16, 17, 15, 16, 11, 14, 14, 12, 11, 2, 14, 5, 0, 1]",10.933333333333334,5.73255808712151
솜사탕 (Feat. 티아라 은정),BGH to,90년대생들이 MP3에 넣고 다녔던 여자 발라드,"발라드, 추억, 명곡, MP3, 00년대","[15, 11, 14, 9, 2]",10.2,4.621688003316537
송가(送歌),더 클래식,추천 ♬ 잊혀질리 없는 명품 발라드 ♪ No.23,"명품, 잔잔한, 기쁨, 사랑, 슬픔, 노랫말을듣는다, 이별, 회상","[15, 13, 12, 7, 8, 10, 5, 6, 14, 1, 0]",8.272727272727273,4.825894341813454
쇼크,구피,추억의 노동요 90-2000년대 신나는 댄스곡,"드라이브, 노동요, 헬스, 기분전환, 운동","[16, 16, 17, 13, 14, 14, 14, 0, 5, 1]",11.0,6.115553940568262
수성,우물,오늘 꼭! 들어봐야 할 최신 '인디',"오늘의선곡, 인디, 블루스/포크, 2020년대, 국내음악, weekly choice","[16, 15, 15, 15, 12, 7, 6, 9, 2]",10.777777777777779,4.708804466759354
수성의 하루,쏜애플 (THORNAPPLE),에너지가 필요할 때 듣기 좋은 플레이리스트,"오늘의선곡, 드라이브, 락/메탈, 운동, 신나는, 가요, 출/퇴근길","[17, 15, 15, 18, 15, 15, 14, 13, 13, 12, 9, 6, 1, 1]",11.714285714285714,5.270247641627633
수월경화(水月鏡花) (Feat. Milena),김승민,밤에 듣기 좋은 감성 국힙 Playlist,"기분전환, 감성힙합, 비트, 저녁, 산책","[16, 16, 16, 14, 16, 14, 13, 14, 14, 10, 5]",13.454545454545455,3.1727142484754816
수취인 불명,프리스타일,싸이월드 bgm 인기곡 차트를 휩쓴 추억의 노래들 (2005~2010),"드라이브, 2000년대, 발라드, 도토리페스티벌, 기분전환, OST, bgm, 겨울, 미니홈피, 힐링, 노동요","[16, 16, 17, 11, 17, 17, 14, 14, 6, 6, 6, 2, 6, 3, 0, 5, 1]",9.235294117647058,6.063675955224306
수호천사,지아 (Zia),[1990년] 싸이월드 부활 예고! 이 노래 ㄱ나니? 종합편,"90년대, 추억, TODAY PICK, POP, 오늘의선곡, R&B/소울","[15, 15, 15, 14, 9, 2]",11.666666666666666,4.818944098266987
숙취,정우,박소은의 '침대에 누우면 떠오르는 생각들이 담긴 음악',"인디, 밤, 슬픔, 스타플레이리스트, 2020년대","[16, 12, 8, 14, 12, 11, 2, 1]",9.5,5.0990195135927845
순정,코요태,가벼운 산책에 어울리는 탑골가요,"댄서블한, 기분전환, 달리기, 자전거, 국내음악, 시원한, 이별, 운동","[16, 16, 16, 15, 13, 7, 13, 17, 14, 11, 14, 8, 5, 2, 1, 0]",10.5,5.656854249492381
순정 (純情),코요태,추억 돋는 90년대 댄스 TOP100,"차트, 기분전환, 스트레스, TOP100, 댄스, 흥겨운, 노동요, 인기","[16, 16, 18, 16, 16, 17, 14, 14, 9, 0, 5]",12.818181818181818,5.457574916292231
술 한잔 해요,경서예지,마음을 울리는 리메이크 발라드 명곡,"감성발라드, 드라이브, 위로, 가을, 리메이크","[17, 16, 11, 14, 11, 9, 1, 1]",10.0,5.766281297335398
술 한잔 해요,지아,90년대생들이 MP3에 넣고 다녔던 여자 발라드,"노래방, TOP100, 도입부, 추억, 싸이월드, 00년대, 인기, 90년대","[15, 16, 11, 10, 15, 14, 2, 2, 1]",9.555555555555555,5.871042139387959
술 한잔 해요,지아 (Zia),지금 걷고 있는 산책로의 끝엔 코인노래방이 있다,"잔잔한, 2000년대, 추억, 걷기, 부드러운, 출/퇴근길, 그리움, 산책","[15, 14, 15, 15, 15, 9, 7, 14, 6, 2]",11.2,4.556314299957807
술이 달다 (Feat. Crush),에픽하이 (EPIK HIGH),"이별의 순간, 그 찰나의 감정을 담은 플레이리스트","이별, 추억, 슬픔, 흐린날, 여름, 그리움, 잔잔한, 드라이브, 90년대, 출/퇴근길","[17, 17, 15, 15, 15, 16, 15, 7, 8, 9, 6, 2, 0, 1]",10.214285714285714,6.025879561507674
술이 문제야,장혜진,○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"감성, 회상, 2030, 새벽에, 좋아요10만, 가을","[16, 14, 13, 14, 0]",11.4,5.782732917920384
술이야,바이브,바이브의 '유독 애정하는 바이브의 노래들',"봄, 지침/힘듦, 국내음악, 외로움, 명곡, 발라드, 스트레스, 드라이브, 가을, 겨울","[16, 17, 15, 11, 14, 15, 17, 14, 17, 9, 9, 11, 12, 2, 1]",12.0,4.88535225614967
숨,박효신,○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"힘들때, 혼자, 명품, 인기, 위로, 사랑, 노랫말을듣는다, 슬픔, ralalra, 이별","[16, 12, 7, 8, 9, 5, 6, 14, 3, 1, 1, 2, 1]",6.538461538461538,4.892936582704384
숨,비스트,2000년대 인기가요 띵곡 모음,"기분전환, 2000년대, 댄스, 2000년대에서2015년까지","[16, 16, 18, 14, 2, 5]",11.833333333333334,6.066758241067099
숨겨진 세상 (Into the Unknown End Credit Ver.),태연 (TAEYEON),더 행복한 어린이날을 위한 디즈니 플레이리스트,"레이블 PICK, 여름, 기쁨, 2010년대, 산책, OST, 국내음악, 봄, 유니버설뮤직, 설렘, 휴가/여행","[16, 15, 16, 14, 16, 17, 15, 15, 16, 10, 14, 13, 2, 0, 0, 1]",11.25,6.269968101992227
숨소리 (Breath) (Sung by 태연 (소녀시대) & 종현 (샤이니)),S.M. THE BALLAD,귓가에 오래도록 여운이 남는 발라드,"잔잔한, 가을, 애절한, 집, 새벽, 그리움","[16, 14, 15, 14, 9, 0]",11.333333333333334,5.527707983925667
숭례문 (Duet. 소프라노 한나형),바이브,바이브의 '유독 애정하는 바이브의 노래들',"2000년대, 지침/힘듦, 외로움, 가요, 스타플레이리스트","[14, 9, 14, 12, 11, 11, 12, 2, 2, 1]",8.8,4.874423042781576
숲,최유리,널 위로해줄 노래 TOP100,"TOP100, 기분_전환, 어쿠스틱, 힘들때, 새벽, 감성, 탑백, 추억, 위로","[16, 16, 15, 16, 17, 14, 16, 9, 14, 8, 8, 3, 1, 2, 5]",10.666666666666666,5.605552802554109
숲속 오두막 장작때는 소리,힐링 ASMR,봄비의 푸르름을 담은 ASMR 사운드,"스트레스/짜증, 기타, 집중, 일/공부, 여름, 휴식","[16, 16, 16, 17, 19, 16, 12, 14, 14, 3, 0]",13.0,5.720775535473554
숲의 아이 (Bon voyage),유아 (오마이걸),두근두근 여행 기분 한껏 올려주는 휴가송 !,"기분전환, 힐링, 휴가, 여름, 여유","[16, 16, 16, 15, 17, 14, 6, 5, 0]",11.666666666666666,5.9066817155564495
쉬고 싶다 (Acoustic Ver.),바이브,바이브의 '유독 애정하는 바이브의 노래들',"2000년대, 가요, 봄, 국내음악, 지침/힘듦","[16, 15, 14, 15, 11, 12, 2, 2]",10.875,5.348773223833667
쉬는날 (Vocal 이아람),Dalmoori,가을의 바람을 닮은 훈훈한 플레이리스트,"행복, 맑은날, 오늘의선곡, 휴식, 기분전환, 편안한, 밝은","[16, 16, 15, 15, 17, 16, 15, 17, 9, 14, 5]",14.090909090909092,3.553603688307648
쉬운 답,데이브레이크 (DAYBREAK) & LUCY,혼자 느긋하게 걷기 좋은 초여름 문턱에서,"운동, 가요, 트레블리스트, 맑은날, 산책, 여름, 밝은, 기분전환, 휴식, 집","[16, 16, 17, 16, 16, 14, 16, 14, 13, 14, 14, 5, 0, 0]",12.214285714285714,5.721869966922295
쉼표,이무진,HOT TRENDY: '발라드' 신곡,"가요, 최신, 트렌디, 슬픈","[18, 14, 15, 8]",13.75,3.6314597615834874
쉼표 (From '소울'),이적 & 윤석철,눈 내린 겨울 아침의 포근함을 담은 노래❄,"아침, 위로, 30대, 휴식, 오늘의선곡, 따뜻한, 락/메탈, 2010년대, TODAY PICK, 눈오는날","[15, 15, 17, 16, 14, 15, 13, 9, 12, 9, 10, 2, 1]",11.384615384615385,4.891727106333737
"슈만 : 피아노 소나타 1번 올림 바단조 작품번호 11 - 2악장 (Schumann : Piano Sonata No.1 In F Sharp Minor, Op.11 2. Aria)",문지영 (Chloe Mun),모든 공간을 독서실로 만든다!,"아침, 일/공부, 봄, 집중","[16, 15, 19, 16, 15, 14]",15.833333333333334,1.5723301886761005
슈슈슈,김아일 (Qim Isle),막 몸이 이케이케 그루브 타는 플레이리스트,"오늘의선곡, 랩/힙합, 출/퇴근길, 밝은, 그루브한, 기분전환, 국내음악","[16, 16, 16, 15, 15, 15, 15, 15, 16, 15, 16, 13, 9, 14, 14, 6, 5]",13.588235294117647,3.379154497963546
슈퍼스타,이한철,새로운 시작을 위한 긍정 에너지 가득 플레이리스트,"기분전환, 추억, 메디컬드라마, 힘찬, 국내드라마, 신나는, 오늘의선곡, 출/퇴근길, 가요","[16, 16, 15, 15, 15, 15, 18, 15, 15, 14, 17, 9, 14, 6, 6, 2, 5, 1]",11.88888888888889,5.30082686305625
슈퍼참치,진,모든 멤버가 월클! 방탄소년단 솔로곡 모음,"알앤비, 대표곡, BTS, 솔로곡","[13, 13, 9, 6, 2, 4]",7.833333333333333,4.2196629670573875
슈퍼히어로 (영화 엑시트 삽입곡),이승환,새로운 시작을 위한 긍정 에너지 가득 플레이리스트,"밝은, 힘찬, 신나는, 오늘의선곡, 출/퇴근길, 기쁨","[15, 15, 18, 15, 15, 10, 9, 14, 6, 2, 1]",10.909090909090908,5.501314643784462
스니커즈 (Sneakers),하성운,여름 더위 잊게 해줄 블루 레몬에이드처럼 상큼한 playlist,"더위, 드라이브, 시원한, 기분전환","[16, 16, 17, 11, 11, 9, 14, 5, 2, 1]",10.2,5.5641710972974225
스며들기 좋은 오늘,백예린 (Yerin Baek),여름밤 산책하며 듣기 좋은 노래 TOP100,"여름밤, 산책, 감성, 탑백, TOP100, 인기, 차트","[16, 14, 16, 16, 17, 16, 16, 16, 14, 8, 5, 0]",12.833333333333334,5.241395064505462
스무살 (Feat. 얀키),레트로펑키 (RETRO FUNKEE),상쾌한 일요일에 흐르는 음악,"국내음악, 시원한, 가요, 맑은날","[16, 17, 15, 14, 11, 2]",12.5,5.057996968497839
스물,권진아,가을의 바람을 닮은 훈훈한 플레이리스트,"오후, 밝은, 가을, 인디, 오늘의선곡, 기분전환, 맑은날","[16, 16, 15, 15, 17, 14, 16, 12, 9, 14, 5]",13.545454545454545,3.4473609501560984
"스물다섯, 스물하나",자우림,마음이 쉬고 싶을 때 듣는 위로의 노래,"혼자, 지금 내 마음은, 휴식, 일/공부, 산책, 그루브한, 차트, 좋아요10만, 슬픔, 외로움, 우울, 기분전환, 새벽, 회상","[16, 16, 16, 14, 16, 16, 13, 14, 15, 19, 8, 9, 16, 14, 4, 1, 2, 5, 0]",11.263157894736842,5.892386749581887
스물에게 (Dear Diary),예리 (YERI),새학기 시작🌿 우리의 청춘은 누구보다 빛나니까,"Y박스, 국내음악, 봄, 기분전환, 가요, 출/퇴근길","[16, 16, 16, 15, 15, 15, 14, 15, 14, 6, 7, 5]",12.833333333333334,4.017323597731316
스위터,유연,오늘 꼭! 들어봐야 할 최신 '인디',"오늘의선곡, 인디, 블루스/포크, 2020년대, 국내음악, weekly choice","[16, 15, 15, 15, 12, 7, 6, 9, 2]",10.777777777777779,4.708804466759354
스윗해,이무진,설렘 온도 상승되는 봄재질 플리🌸🌈,"따뜻한, 블루스/포크, 가요, 봄, 10대, 과몰입, TODAY PICK, 두근두근, 20대추억, 설레는","[15, 14, 15, 14, 7, 6, 13, 4, 2]",10.0,4.898979485566356
스치듯 안녕,이수영,이수영의 '이별에 아파하고 있을 당신과 함께 듣고 싶은 노래',"회상, 기쁨, 지침/힘듦, 슬픔, 노랫말을듣는다, ralalra, 스타플레이리스트, 추억","[15, 13, 8, 14, 12, 11, 10, 6, 14, 11, 12, 2, 1, 0]",9.214285714285714,4.872350143243746
스토커,10CM,○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"숨은명곡, 산책, 회상, TOP100, 혼자, 탑백, 추억, 좋아요10만","[15, 14, 17, 14, 13, 16, 9, 8, 1, 0]",10.7,5.762811813689564
스트레스 (Stress),태연 (TAEYEON),신나는 노래로 기분 UP! 스트레스 날려주는 흥폭발 여름 노래,"여름, 신나는노래, 기분전환, 여행, 매장음악","[16, 16, 16, 18, 16, 16, 16, 10, 14, 5, 0, 1]",12.0,6.150880695748645
스티커 사진,21학번,사랑에 빠졌을 때 TOP100,"사랑, 설렘, 달달, 탑백, TOP100, 인기, 차트","[17, 16, 16, 12, 16, 14, 13, 8, 0]",12.444444444444445,5.123174170399335
슬퍼지려 하기전에,쿨 (COOL),가벼운 산책에 어울리는 탑골가요,"댄스, 가요, 자전거, 시원한, 밝은, 90년대, 이별, 국내음악","[16, 15, 18, 14, 7, 17, 11, 2, 5, 2, 1]",9.818181818181818,6.278653327211639
슬픈 다짐,다비치,지금 걷고 있는 산책로의 끝엔 코인노래방이 있다,"가요, 출/퇴근길, 2000년대, 이별, 국내음악, 그리움, 애절한, 추억","[16, 15, 15, 15, 15, 14, 7, 9, 6, 0, 2, 1]",9.583333333333334,5.922532303743804
슬픈 바다,조정현,슬기로운 의사생활 시즌2 OST & 삽입곡,"기분전환, OST, 메디컬드라마, 국내드라마","[16, 16, 15, 17, 14, 6, 5]",12.714285714285714,4.65109159888563
슬픈 선물,김장훈,추천 ♬ 잊혀질리 없는 명품 발라드 ♪ No.23,"사랑, ralalra, 노랫말을듣는다, 발라드, 슬픔","[11, 12, 8, 6]",9.25,2.384848003542364
슬픈 언약식,김정민,놀면뭐하니 MSG워너비 블라인드오디션 53곡,"놀면뭐하니노래, 명곡, 발라드, 유야호, 보컬그룹, 드라이브, 90년대, 감수성, 예능, msg워너비, 여름","[17, 11, 16, 14, 13, 10, 9, 4, 7, 5, 2, 0, 2, 0, 0, 0, 1]",6.529411764705882,5.87234442669569
슬픈 얼굴,A.R.T,추천 ♬ 잊혀질리 없는 명품 발라드 ♪ No.23,"슬픔, 노랫말을듣는다, 발라드, 추억, 사랑","[15, 11, 12, 8, 6]",10.4,3.1368774282716245
슬픈 인연,015B,마음을 울리는 90년대 발라드 명곡,"기분전환, 이별, 명품발라드, 발라드, 드라이브","[16, 16, 17, 11, 7, 5, 14, 5, 1]",10.222222222222221,5.553332888711022
슬픈가요,바이브,훅 들어오는 싸이월드 감성,"밤, 집, 봄, 추억, 레이블 PICK, 휴식, 지침/힘듦, 흐린날","[17, 15, 16, 16, 16, 17, 15, 11, 12, 2, 1]",12.545454545454545,5.516316893192024
슬플 땐 힘이 돼주고 아플 땐 곁에 있어줄게요,DOKO (도코),HOT TRENDY: '발라드' 신곡,"취향저격, 최신, 슬픈, 감성","[18, 16, 8]",14.0,4.320493798938574
슬픔속의 너 I (주제곡) / 이신,손무현,달리면서 듣는 적당한 템포의 국내 원조 시티팝 플레이리스트,"90년대, 달리기, 헬스, 기분전환","[16, 16, 14, 13, 14, 2, 5, 0]",10.0,6.144102863722254
슬픔을 참는 세가지 방법,혜령,지금 걷고 있는 산책로의 끝엔 코인노래방이 있다,"출/퇴근길, 부드러운, 걷기, 추억, 가을, 2000년대, 이별, 잔잔한","[15, 15, 15, 14, 15, 7, 7, 14, 6, 2, 1]",10.090909090909092,5.3164332789867075
슬픔이여안녕,잔나비,혼자 느긋하게 걷기 좋은 초여름 문턱에서,"국내음악, TODAY PICK, 트레블리스트, 드라이브, 기분전환, 산책, 밝은, 위로, 휴식, 추억","[16, 16, 16, 17, 15, 16, 15, 14, 14, 9, 14, 1, 5, 0, 1]",11.266666666666667,6.082397188243757
슬픔활용법,김범수,놀면뭐하니 MSG워너비 블라인드오디션 53곡,"놀면뭐하니노래, 유야호, 명곡, 놀면뭐하니, 오디션, 발라드","[11, 14, 10, 9, 2, 0]",7.666666666666667,4.988876515698588
습관,플라이 투 더 스카이,싸이월드 세대들의 추억의 발라드 BGM 100곡,"잔잔한, 발라드, 이별, 슬픔","[11, 15, 7, 8, 1]",8.4,4.6303347611160905
